,Platform MC Low Pressure / Low-Low Pressure  System Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date ,Time,Low-Low Pressure Wells,,,,Low Pressure Wells,,,,,,,,,,,,,,,,Low Pressure Sep,Low-Low P Manifold m/f,BT,Pump-107,,Pump-108,,Pump-109,,El. QPLX pump,,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,295A,,286A,,278 Short String,,296 Long String,,294A,,206B,,202,,297 Long String,,312E,,209B,,,Pr Low-Low  Manifold line,PP Suc Pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,WHTP,DSP,Pr,,,Dis-Pr,RPM,Dis-Pr,RPM,Dis-Pr,RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,Bar,,Bar,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,11,3,28.5,3,23.5,7.5,25.5,7.5,18.5,7.5,26,7.5,26,7.5,26.5,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,11,3,27.5,3,25.5,7.5,26.5,7.5,18.5,7.5,26,7.5,26,7.5,28.5,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,11,3,21.5,3,17.5,7.5,26.5,7.5,18,7.5,28,7.5,26,7.5,27,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,11,3,23.5,3,24.5,7.5,27,7.5,18,7.5,28,7.5,25.5,7.5,28,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,11,3,22,3,25,7.5,27,7.5,18.5,7.5,27.5,7.5,25,7.5,27.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,10.5,3,20,3,22.5,7.5,26.5,7.5,18.5,7.5,27.5,7.5,24.5,7.5,27.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,10.5,3,36,3,21.5,7.5,26,7.5,18.5,7.5,27.5,7.5,25,7.5,25.5,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,10.5,3,32.5,3,23,7.5,26,7.5,18,7.5,27.5,7.5,24,7.5,26,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-May-00,0:00,10.5,3,30,3,25.5,7.5,26.5,7.5,18,7.5,32.5,7.5,25.5,7.5,25.5,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,10.5,3,34,3,21,7.5,26.5,7.5,18,7.5,27.5,8,25,7.5,25.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,10.5,3,27.5,3,23,7.5,26,7.5,18,7.5,33,8,25,7.5,25.5,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,10.5,3,28,3,27.4,7.5,26,7.5,17.5,7.5,25.5,7.5,24,7.5,24,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,"Platform-206B B/W 01:00>05:00 rate test 4 hrs was done. Flow rates:oil-545.70 bbls, water-835.25 bwpd, gas-0.94mmscfd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,10.5,3,28.5,3,27,7.5,26,7.5,18.5,7.5,27,7.5,26,7.5,26,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,11,3,29,3,28.5,7.5,26,7.5,18.5,7.5,29,7.5,28.5,7.5,27,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,11,3,28,3,26.5,7.5,26,7.5,18.5,7.5,29,7.5,28.5,7.5,26,7.5,,,28,8,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,10,3,27,3,23.5,7.5,26,7.5,18.5,7.5,28,7.5,28,7.5,25.5,7.5,,,28,8,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,10.5,3,27.5,3,25,7.5,26.5,7.5,18,7.5,28.5,7.5,26,7.5,26.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,"Platform 209B B/W 11:00>15:00 rate test 4 hrs was done. Flow rates:oil-659.16 bbls, water-679.08 bwpd, gas-0.62mmscfd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,11,3,23.5,3,23,7.5,26,7.5,18,7.5,27,7.5,26,8,26,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,10.5,3,28,3,24.5,7.5,26,7.5,17.5,7.5,25.5,7.5,27,8,24.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,10.5,3,30.5,3,24,7.5,26,7.5,18,7.5,32,7.5,24.5,7.5,26,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,Platform 202 B/W 17:00>21:00 rate test 4 hrs was done. Flow rates oil:- 493.17  bbl/d; water -839.07 bbl/d; gas -0.71 mmscf/d; GOR -1456  scf/bbl.       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jun-00,0:00,11,3,27.5,3,25,7.5,26.5,7.5,18.5,7.5,27,7.5,24.5,7.5,24,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,10.5,3,27,3,30,7.5,26,7.5,18,7.5,27.5,7.5,26,7.5,25,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,10.5,3,27,3,26,7.5,26,7.5,18,7.5,28,7.5,24,7.5,25,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,10.5,3,27.5,3,29,7.5,25.5,7.5,18,7.5,26,7.5,27,7.5,25,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,11,3,28,3,26.5,7.5,26,7.5,18.5,7.5,26.5,7.5,25,7.5,26.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,11,3,25,3,26,7.5,26,7.5,18.5,7.5,26.5,7.5,26.5,7.5,24,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,10.5,3,17.5,3,25,7.5,26.5,7.5,18,7.5,26.5,7.5,27,7.5,23,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,10.5,3,20,3,26.5,7.5,26.5,7.5,18,7.5,25.5,7.5,26,7.5,25,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,10.5,3,27,3,25.5,7.5,26,7.5,18,7.5,26,7.5,26,7.5,25,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,11,3,28,3,23,7.5,26,7.5,18,7.5,26.5,7.5,24,7.5,26.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,10.5,3,28.5,3,25,7.5,26,7.5,18,7.5,26.5,7.5,24,7.5,30,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,10.5,3,26.5,3,24.5,7.5,25.5,7.5,18,7.5,27,7.5,23,7.5,28.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Jun-00,0:00,11,3,28.5,3,22.5,7.5,25.5,7.5,18,7.5,25,7.5,26,7.5,30,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,10.5,3,30,3,23,7.5,25.5,7.5,18,7.5,26.5,7.5,23.5,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,10.5,3,29.5,3,21.5,7.5,25.5,7.5,18,7.5,27,7.5,26.5,7.5,29.5,7.5,,,27,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,10.5,3,29.5,3,20.5,7.5,25.5,7.5,17.5,7.5,25.5,7.5,23,7.5,29,8,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,10.5,3,30,3,24.5,7.5,26,7.5,18,7.5,26.5,7.5,25,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,10,3,28,3,24,7.5,26,7.5,18,7.5,26.5,7.5,25,7.5,29.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,10,3,28.5,3,25,7.5,25,7.5,18,7.5,26.5,7.5,25,7.5,29.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,10,3,29,3,24.5,7.5,25.5,7.5,18,7.5,27,7.5,24.5,7.5,29.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,10,3,29,3,23.5,7.5,25.5,7.5,17.5,7.5,26,7.5,25,7.5,29.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,10,3,29,3,23,7.5,27,7.5,18,7.5,25.5,7.5,24.5,7.5,29.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,10.5,3,28,3,22,7.5,27,7.5,17.5,7.5,26,7.5,24.5,7.5,28,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,10,3,28.5,3,23,7.5,24,7.5,18.5,7.5,26.5,7.5,22,7.5,28,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-00,0:00,10,3,29.5,3,24.5,7.5,23.5,7.5,18,7.5,26.5,7.5,23.5,7.5,31,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,10,3,29,3,28.5,7.5,26.5,8,17.5,7.5,26.5,7.5,24,7.5,29,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,10,3,29.5,3,28.5,7.5,24.5,8,18.5,7.5,25.5,7.5,28,7.5,29.5,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,10,3,29,3,22,7.5,24.5,8,17.5,7.5,26.5,7.5,20.5,7.5,29,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,9.5,3,28.5,3,23,7.5,26,7.5,18,7.5,26.5,7.5,23.5,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,9.5,3,29,3,24,7.5,25,7.5,17.5,8,27,7.5,24,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,10,3,16,3,22,7.5,24,7.5,17,8,27.5,7.5,15,7.5,29,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,9.5,3,27.5,3,23.5,7.5,24.5,7.5,17.5,8,26.5,7.5,24,7.5,28.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,9.5,3,28,3,23.5,7.5,25,7.5,17.5,7.5,26.5,7.5,23.5,7.5,28.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,9.5,3,27,3,23,7.5,26,7.5,17.5,7.5,26.5,7.5,23,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,9.5,3,16,3,27,7.5,27.5,7.5,17.5,7.5,26.5,7.5,23,7.5,29,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,9.5,3,15,3,22,7.5,28.5,7.5,17.5,7.5,26.5,7.5,21.5,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Jun-00,0:00,10,3,29,3,25,7.5,25,7.5,18,7.5,24.5,7.5,21.5,7.5,29.5,7.5,,,28.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,9.5,3.5,23,3,33,7.5,26.5,7.5,17.5,7.5,27,7.5,18.5,7.5,29.5,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,9,3.5,35,3,22.5,7.5,27,7.5,17.5,7.5,26.5,7.5,18,7.5,29,7.5,,,27.6,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,9.2,3.5,21.5,3,30,7.5,21,7.5,17.5,7.5,26,7.5,29.5,7.5,29.5,7.5,,,26,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,9.5,3,29.5,3,24,7.5,26,7.5,18,7.5,27,7.5,23.5,7.5,29,7.5,,,27,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:00,9.5,3,27.5,3,24.5,7.5,25.5,7.5,18,7.5,26,7.5,24,7.5,29,7.5,,,26,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:00,10,3,29,3,26,7.5,28.5,7.5,17.5,7.5,26.5,7.5,25,7.5,29.5,7.5,,,26.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:00,10,3,29,3,24,7.5,26,7.5,17.5,7.5,26,7.5,22,7.5,29.5,7.5,,,26,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00,9.5,3,27,3,24.5,7.5,16.5,7.5,17.5,7.5,27,7.5,23.5,7.5,30.5,7.5,,,27,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:00,9.5,3,28.5,3,23.5,7.5,25,7.5,17.5,7.5,27,7.5,23,7.5,29,7.5,,,27,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:00,9.5,3,23,3,28.5,7.5,25,7.5,18,7.5,27.5,7.5,20,7.5,27.5,7.5,,,27.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:00,9.5,3,17,3,25,7.5,26.5,7.5,17.5,7.5,27,7.5,21.5,7.5,28.5,7.5,,,27,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jun-00,0:00,9.5,3,21,3,23,7.5,24.5,7.5,17.5,7.5,26.5,7.5,28,7.5,30,7.5,,,26.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:00,9.5,3,20,3,29.5,7.5,25,7.5,18,7.5,26.5,7.5,26,7.5,29.5,7.5,,,26.5,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:00,9.5,3,32.5,3,20,7.5,26,7.5,17.5,7.5,26.5,7.5,24,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:00,9.5,3,29.5,3,29,7.5,26.5,7.5,17.5,7.5,25.5,7.5,21,7.5,28,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:00,9.5,3,29.5,3,24,7.5,26,7.5,17.5,7.5,26,7.5,23,7.5,29,7.5,,,28,7.5,6.5,2.5,2,,,,,,,RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
